comp0_c0_seq1	ofav0
comp78469_c0_seq1	ofav78469
comp78471_c0_seq1	ofav78471
comp78479_c0_seq1	ofav78479
comp78486_c0_seq1	ofav78486
comp78492_c0_seq1	ofav78492
comp78498_c0_seq1	ofav78498
comp78500_c0_seq1	ofav78500
comp78504_c0_seq1	ofav78504
comp78506_c0_seq1	ofav78506
comp78508_c0_seq1	ofav78508
comp78526_c0_seq1	ofav78526
comp78539_c0_seq1	ofav78539
comp78543_c0_seq1	ofav78543
comp78544_c0_seq1	ofav78544
comp78545_c0_seq1	ofav78545
comp78556_c0_seq1	ofav78556
comp78559_c0_seq1	ofav78559
comp78560_c0_seq1	ofav78560
comp78561_c0_seq1	ofav78561
comp78578_c0_seq1	ofav78578
comp78580_c0_seq1	ofav78580
comp78588_c0_seq1	ofav78588
comp78595_c0_seq1	ofav78595
comp78607_c0_seq1	ofav78607
comp78609_c0_seq1	ofav78609
comp78632_c0_seq1	ofav78632
comp78633_c0_seq1	ofav78633
comp78634_c0_seq1	ofav78634
comp78635_c0_seq1	ofav78635
comp78640_c0_seq1	ofav78640
comp78648_c0_seq1	ofav78648
comp78652_c0_seq1	ofav78652
comp78655_c0_seq1	ofav78655
comp78657_c0_seq1	ofav78657
comp78663_c0_seq1	ofav78663
comp78664_c0_seq1	ofav78664
comp78665_c0_seq1	ofav78665
comp78672_c0_seq1	ofav78672
comp78676_c0_seq1	ofav78676
comp78680_c0_seq1	ofav78680
comp78683_c0_seq1	ofav78683
comp78689_c0_seq1	ofav78689
comp78698_c0_seq1	ofav78698
comp78699_c0_seq1	ofav78699
comp78703_c0_seq1	ofav78703
comp78714_c0_seq1	ofav78714
comp78719_c0_seq1	ofav78719
comp78720_c0_seq1	ofav78720
comp78723_c0_seq1	ofav78723
comp78727_c0_seq1	ofav78727
comp78728_c0_seq1	ofav78728
comp78735_c0_seq1	ofav78735
comp78747_c0_seq1	ofav78747
comp78755_c0_seq1	ofav78755
comp78766_c0_seq1	ofav78766
comp78768_c0_seq1	ofav78768
comp78778_c0_seq1	ofav78778
comp78784_c0_seq1	ofav78784
comp78787_c0_seq1	ofav78787
comp78790_c0_seq1	ofav78790
comp78791_c0_seq1	ofav78791
comp78795_c0_seq1	ofav78795
comp78812_c0_seq1	ofav78812
comp78826_c0_seq1	ofav78826
comp78829_c0_seq1	ofav78829
comp78832_c0_seq1	ofav78832
comp78835_c0_seq1	ofav78835
comp78838_c0_seq1	ofav78838
comp78841_c0_seq1	ofav78841
comp78853_c0_seq1	ofav78853
comp78862_c0_seq1	ofav78862
comp78875_c0_seq1	ofav78875
comp78877_c0_seq1	ofav78877
comp78878_c0_seq1	ofav78878
comp78880_c0_seq1	ofav78880
comp78882_c0_seq1	ofav78882
comp78889_c0_seq1	ofav78889
comp78893_c0_seq1	ofav78893
comp78894_c0_seq1	ofav78894
comp78898_c0_seq1	ofav78898
comp78899_c0_seq1	ofav78899
comp78901_c0_seq1	ofav78901
comp78902_c0_seq1	ofav78902
comp78905_c0_seq1	ofav78905
comp78911_c0_seq1	ofav78911
comp78914_c0_seq1	ofav78914
comp78919_c0_seq1	ofav78919
comp78934_c0_seq1	ofav78934
comp78937_c0_seq1	ofav78937
comp78942_c0_seq1	ofav78942
comp78949_c0_seq1	ofav78949
comp78951_c0_seq1	ofav78951
comp78958_c0_seq1	ofav78958
comp78963_c0_seq1	ofav78963
comp78968_c0_seq1	ofav78968
comp78970_c0_seq1	ofav78970
comp78978_c0_seq1	ofav78978
comp78990_c0_seq1	ofav78990
comp79001_c0_seq1	ofav79001
comp79006_c0_seq1	ofav79006
comp79009_c0_seq1	ofav79009
comp79014_c0_seq1	ofav79014
comp79020_c0_seq1	ofav79020
comp79022_c0_seq1	ofav79022
comp79025_c0_seq1	ofav79025
comp79042_c0_seq1	ofav79042
comp79043_c0_seq1	ofav79043
comp79057_c0_seq1	ofav79057
comp79069_c0_seq1	ofav79069
comp79073_c0_seq1	ofav79073
comp79086_c0_seq1	ofav79086
comp79096_c0_seq1	ofav79096
comp79099_c0_seq1	ofav79099
comp79100_c0_seq1	ofav79100
comp79108_c0_seq1	ofav79108
comp79115_c0_seq1	ofav79115
comp79116_c0_seq1	ofav79116
comp79122_c0_seq1	ofav79122
comp79131_c0_seq1	ofav79131
comp79134_c0_seq1	ofav79134
comp79144_c0_seq1	ofav79144
comp79161_c0_seq1	ofav79161
comp79167_c0_seq1	ofav79167
comp79169_c0_seq1	ofav79169
comp79173_c0_seq1	ofav79173
comp79180_c0_seq1	ofav79180
comp79183_c0_seq1	ofav79183
comp79217_c0_seq1	ofav79217
comp79257_c0_seq1	ofav79257
comp79264_c0_seq1	ofav79264
comp79266_c0_seq1	ofav79266
comp79269_c0_seq1	ofav79269
comp79272_c0_seq1	ofav79272
comp79281_c0_seq1	ofav79281
comp79284_c0_seq1	ofav79284
comp79285_c0_seq1	ofav79285
comp79288_c0_seq1	ofav79288
comp79294_c0_seq1	ofav79294
comp79296_c0_seq1	ofav79296
comp79302_c0_seq1	ofav79302
comp79316_c0_seq1	ofav79316
comp79318_c0_seq1	ofav79318
comp79321_c0_seq1	ofav79321
comp79334_c0_seq1	ofav79334
comp79342_c0_seq1	ofav79342
comp79344_c0_seq1	ofav79344
comp79348_c0_seq1	ofav79348
comp79357_c0_seq1	ofav79357
comp79367_c0_seq1	ofav79367
comp79368_c0_seq1	ofav79368
comp79373_c0_seq1	ofav79373
comp79374_c0_seq1	ofav79374
comp79380_c0_seq1	ofav79380
comp79392_c0_seq1	ofav79392
comp79395_c0_seq1	ofav79395
comp79407_c0_seq1	ofav79407
comp79413_c0_seq1	ofav79413
comp79416_c0_seq1	ofav79416
comp79421_c0_seq1	ofav79421
comp79432_c0_seq1	ofav79432
comp79434_c0_seq1	ofav79434
comp79441_c0_seq1	ofav79441
comp79442_c0_seq1	ofav79442
comp79447_c0_seq1	ofav79447
comp79450_c0_seq1	ofav79450
comp79451_c0_seq1	ofav79451
comp79463_c0_seq1	ofav79463
comp79488_c0_seq1	ofav79488
comp79500_c0_seq1	ofav79500
comp79504_c0_seq1	ofav79504
comp79511_c0_seq1	ofav79511
comp79515_c0_seq1	ofav79515
comp79518_c0_seq1	ofav79518
comp79522_c0_seq1	ofav79522
comp79525_c0_seq1	ofav79525
comp79530_c0_seq1	ofav79530
comp79542_c0_seq1	ofav79542
comp79546_c0_seq1	ofav79546
comp79547_c0_seq1	ofav79547
comp79548_c0_seq1	ofav79548
comp79549_c0_seq1	ofav79549
comp79555_c0_seq1	ofav79555
comp79563_c0_seq1	ofav79563
comp79564_c0_seq1	ofav79564
comp79566_c0_seq1	ofav79566
comp79567_c0_seq1	ofav79567
comp79569_c0_seq1	ofav79569
comp79585_c0_seq1	ofav79585
comp79589_c0_seq1	ofav79589
comp79593_c0_seq1	ofav79593
comp79598_c0_seq1	ofav79598
comp79605_c0_seq1	ofav79605
comp79618_c0_seq1	ofav79618
comp79623_c0_seq1	ofav79623
comp79626_c0_seq1	ofav79626
comp79631_c0_seq1	ofav79631
comp79637_c0_seq1	ofav79637
comp79659_c0_seq1	ofav79659
comp79661_c0_seq1	ofav79661
comp79664_c0_seq1	ofav79664
comp79673_c0_seq1	ofav79673
comp79682_c0_seq1	ofav79682
comp79686_c0_seq1	ofav79686
comp79687_c0_seq1	ofav79687
comp79692_c0_seq1	ofav79692
comp79700_c0_seq1	ofav79700
comp79701_c0_seq1	ofav79701
comp79709_c0_seq1	ofav79709
comp79715_c0_seq1	ofav79715
comp79720_c0_seq1	ofav79720
comp79721_c0_seq1	ofav79721
comp79724_c0_seq1	ofav79724
comp79734_c0_seq1	ofav79734
comp79739_c0_seq1	ofav79739
comp79742_c0_seq1	ofav79742
comp79746_c0_seq1	ofav79746
comp79758_c0_seq1	ofav79758
comp79762_c0_seq1	ofav79762
comp79772_c0_seq1	ofav79772
comp79775_c0_seq1	ofav79775
comp79785_c0_seq1	ofav79785
comp79786_c0_seq1	ofav79786
comp79791_c0_seq1	ofav79791
comp79794_c0_seq1	ofav79794
comp79804_c0_seq1	ofav79804
comp79809_c0_seq1	ofav79809
comp79817_c0_seq1	ofav79817
comp79830_c0_seq1	ofav79830
comp79833_c0_seq1	ofav79833
comp79839_c0_seq1	ofav79839
comp79852_c0_seq1	ofav79852
comp79853_c0_seq1	ofav79853
comp79855_c0_seq1	ofav79855
comp79859_c0_seq1	ofav79859
comp79868_c0_seq1	ofav79868
comp79877_c0_seq1	ofav79877
comp79879_c0_seq1	ofav79879
comp79888_c0_seq1	ofav79888
comp79892_c0_seq1	ofav79892
comp79893_c0_seq1	ofav79893
comp79907_c0_seq1	ofav79907
comp79914_c0_seq1	ofav79914
comp79918_c0_seq1	ofav79918
comp79919_c0_seq1	ofav79919
comp79921_c0_seq1	ofav79921
comp79923_c0_seq1	ofav79923
comp79939_c0_seq1	ofav79939
comp79940_c0_seq1	ofav79940
comp79948_c0_seq1	ofav79948
comp79949_c0_seq1	ofav79949
comp79950_c0_seq1	ofav79950
comp79956_c0_seq1	ofav79956
comp79957_c0_seq1	ofav79957
comp79965_c0_seq1	ofav79965
comp79968_c0_seq1	ofav79968
comp79970_c0_seq1	ofav79970
comp79973_c0_seq1	ofav79973
comp79977_c0_seq1	ofav79977
comp79978_c0_seq1	ofav79978
comp79981_c0_seq1	ofav79981
comp79983_c0_seq1	ofav79983
comp79998_c0_seq1	ofav79998
comp80006_c0_seq1	ofav80006
comp80010_c0_seq1	ofav80010
comp80011_c0_seq1	ofav80011
comp80012_c0_seq1	ofav80012
comp80014_c0_seq1	ofav80014
comp80047_c0_seq1	ofav80047
comp80050_c0_seq1	ofav80050
comp80055_c0_seq1	ofav80055
comp80056_c0_seq1	ofav80056
comp80061_c0_seq1	ofav80061
comp80066_c0_seq1	ofav80066
comp80070_c0_seq1	ofav80070
comp80072_c0_seq1	ofav80072
comp80079_c0_seq1	ofav80079
comp80081_c0_seq1	ofav80081
comp80082_c0_seq1	ofav80082
comp80085_c0_seq1	ofav80085
comp80096_c0_seq1	ofav80096
comp80098_c0_seq1	ofav80098
comp80105_c0_seq1	ofav80105
comp80110_c0_seq1	ofav80110
comp80112_c0_seq1	ofav80112
comp80113_c0_seq1	ofav80113
comp80115_c0_seq1	ofav80115
comp80121_c0_seq1	ofav80121
comp80129_c0_seq1	ofav80129
comp80143_c0_seq1	ofav80143
comp80150_c0_seq1	ofav80150
comp80155_c0_seq1	ofav80155
comp80166_c0_seq1	ofav80166
comp80170_c0_seq1	ofav80170
comp80173_c0_seq1	ofav80173
comp80183_c0_seq1	ofav80183
comp80185_c0_seq1	ofav80185
comp80194_c0_seq1	ofav80194
comp80201_c0_seq1	ofav80201
comp80204_c0_seq1	ofav80204
comp80210_c0_seq1	ofav80210
comp80212_c0_seq1	ofav80212
comp80214_c0_seq1	ofav80214
comp80220_c0_seq1	ofav80220
comp80221_c0_seq1	ofav80221
comp80239_c0_seq1	ofav80239
comp80245_c0_seq1	ofav80245
comp80246_c0_seq1	ofav80246
comp80249_c0_seq1	ofav80249
comp80260_c0_seq1	ofav80260
comp80261_c0_seq1	ofav80261
comp80272_c0_seq1	ofav80272
comp80276_c0_seq1	ofav80276
comp80279_c0_seq1	ofav80279
comp80280_c0_seq1	ofav80280
comp80294_c0_seq1	ofav80294
comp80299_c0_seq1	ofav80299
comp80330_c0_seq1	ofav80330
comp80341_c0_seq1	ofav80341
comp80343_c0_seq1	ofav80343
comp80346_c0_seq1	ofav80346
comp80353_c0_seq1	ofav80353
comp80361_c0_seq1	ofav80361
comp80372_c0_seq1	ofav80372
comp80379_c0_seq1	ofav80379
comp80385_c0_seq1	ofav80385
comp80386_c0_seq1	ofav80386
comp80392_c0_seq1	ofav80392
comp80395_c0_seq1	ofav80395
comp80397_c0_seq1	ofav80397
comp80400_c0_seq1	ofav80400
comp80403_c0_seq1	ofav80403
comp80409_c0_seq1	ofav80409
comp80410_c0_seq1	ofav80410
comp80416_c0_seq1	ofav80416
comp80417_c0_seq1	ofav80417
comp80418_c0_seq1	ofav80418
comp80424_c0_seq1	ofav80424
comp80425_c0_seq1	ofav80425
comp80430_c0_seq1	ofav80430
comp80438_c0_seq1	ofav80438
comp80443_c0_seq1	ofav80443
comp80444_c0_seq1	ofav80444
comp80448_c0_seq1	ofav80448
comp80454_c0_seq1	ofav80454
comp80461_c0_seq1	ofav80461
comp80462_c0_seq1	ofav80462
comp80463_c0_seq1	ofav80463
comp80467_c0_seq1	ofav80467
comp80468_c0_seq1	ofav80468
comp80471_c0_seq1	ofav80471
comp80480_c0_seq1	ofav80480
comp80482_c0_seq1	ofav80482
comp80488_c0_seq1	ofav80488
comp80490_c0_seq1	ofav80490
comp80503_c0_seq1	ofav80503
comp80504_c0_seq1	ofav80504
comp80517_c0_seq1	ofav80517
comp80531_c0_seq1	ofav80531
comp80533_c0_seq1	ofav80533
comp80547_c0_seq1	ofav80547
comp80548_c0_seq1	ofav80548
comp80552_c0_seq1	ofav80552
comp80559_c0_seq1	ofav80559
comp80568_c0_seq1	ofav80568
comp80572_c0_seq1	ofav80572
comp80580_c0_seq1	ofav80580
comp80583_c0_seq1	ofav80583
comp80584_c0_seq1	ofav80584
comp80591_c0_seq1	ofav80591
comp80602_c0_seq1	ofav80602
comp80606_c0_seq1	ofav80606
comp80608_c0_seq1	ofav80608
comp80616_c0_seq1	ofav80616
comp80618_c0_seq1	ofav80618
comp80622_c0_seq1	ofav80622
comp80626_c0_seq1	ofav80626
comp80629_c0_seq1	ofav80629
comp80633_c0_seq1	ofav80633
comp80634_c0_seq1	ofav80634
comp80647_c0_seq1	ofav80647
comp80658_c0_seq1	ofav80658
comp80664_c0_seq1	ofav80664
comp80666_c0_seq1	ofav80666
comp80667_c0_seq1	ofav80667
comp80673_c0_seq1	ofav80673
comp80675_c0_seq1	ofav80675
comp80686_c0_seq1	ofav80686
comp80690_c0_seq1	ofav80690
comp80692_c0_seq1	ofav80692
comp80709_c0_seq1	ofav80709
comp80728_c0_seq1	ofav80728
comp80734_c0_seq1	ofav80734
comp80737_c0_seq1	ofav80737
comp80758_c0_seq1	ofav80758
comp80761_c0_seq1	ofav80761
comp80763_c0_seq1	ofav80763
comp80764_c0_seq1	ofav80764
comp80765_c0_seq1	ofav80765
comp80773_c0_seq1	ofav80773
comp80776_c0_seq1	ofav80776
comp80777_c0_seq1	ofav80777
comp80786_c0_seq1	ofav80786
comp80787_c0_seq1	ofav80787
comp80805_c0_seq1	ofav80805
comp80808_c0_seq1	ofav80808
comp80817_c0_seq1	ofav80817
comp80819_c0_seq1	ofav80819
comp80825_c0_seq1	ofav80825
comp80834_c0_seq1	ofav80834
comp80844_c0_seq1	ofav80844
comp80848_c0_seq1	ofav80848
comp80857_c0_seq1	ofav80857
comp80871_c0_seq1	ofav80871
comp80876_c0_seq1	ofav80876
comp80885_c0_seq1	ofav80885
comp80892_c0_seq1	ofav80892
comp80896_c0_seq1	ofav80896
comp80899_c0_seq1	ofav80899
comp80902_c0_seq1	ofav80902
comp80904_c0_seq1	ofav80904
comp80906_c0_seq1	ofav80906
comp80918_c0_seq1	ofav80918
comp80920_c0_seq1	ofav80920
comp80922_c0_seq1	ofav80922
comp80923_c0_seq1	ofav80923
comp80936_c0_seq1	ofav80936
comp80948_c0_seq1	ofav80948
comp80956_c0_seq1	ofav80956
comp80972_c0_seq1	ofav80972
comp80980_c0_seq1	ofav80980
comp80987_c0_seq1	ofav80987
comp80988_c0_seq1	ofav80988
comp80995_c0_seq1	ofav80995
comp80998_c0_seq1	ofav80998
comp80999_c0_seq1	ofav80999
comp81002_c0_seq1	ofav81002
comp81005_c0_seq1	ofav81005
comp81006_c0_seq1	ofav81006
comp81024_c0_seq1	ofav81024
comp81036_c0_seq1	ofav81036
comp81050_c0_seq1	ofav81050
comp81058_c0_seq1	ofav81058
comp81063_c0_seq1	ofav81063
comp81072_c0_seq1	ofav81072
comp81073_c0_seq1	ofav81073
comp81074_c0_seq1	ofav81074
comp81079_c0_seq1	ofav81079
comp81084_c0_seq1	ofav81084
comp81091_c0_seq1	ofav81091
comp81095_c0_seq1	ofav81095
comp81096_c0_seq1	ofav81096
comp81105_c0_seq1	ofav81105
comp81109_c0_seq1	ofav81109
comp81112_c0_seq1	ofav81112
comp81114_c0_seq1	ofav81114
comp81118_c0_seq1	ofav81118
comp81125_c0_seq1	ofav81125
comp81133_c0_seq1	ofav81133
comp81135_c0_seq1	ofav81135
comp81163_c0_seq1	ofav81163
comp81182_c0_seq1	ofav81182
comp81184_c0_seq1	ofav81184
comp81189_c0_seq1	ofav81189
comp81193_c0_seq1	ofav81193
comp81195_c0_seq1	ofav81195
comp81196_c0_seq1	ofav81196
comp81202_c0_seq1	ofav81202
comp81218_c0_seq1	ofav81218
comp81228_c0_seq1	ofav81228
comp81231_c0_seq1	ofav81231
comp81238_c0_seq1	ofav81238
comp81248_c0_seq1	ofav81248
comp81252_c0_seq1	ofav81252
comp81259_c0_seq1	ofav81259
comp81260_c0_seq1	ofav81260
comp81262_c0_seq1	ofav81262
comp81270_c0_seq1	ofav81270
comp81271_c0_seq1	ofav81271
comp81279_c0_seq1	ofav81279
comp81281_c0_seq1	ofav81281
comp81282_c0_seq1	ofav81282
comp81289_c0_seq1	ofav81289
comp81297_c0_seq1	ofav81297
comp81305_c0_seq1	ofav81305
comp81309_c0_seq1	ofav81309
comp81311_c0_seq1	ofav81311
comp81315_c0_seq1	ofav81315
comp81317_c0_seq1	ofav81317
comp81323_c0_seq1	ofav81323
comp81327_c0_seq1	ofav81327
comp81336_c0_seq1	ofav81336
comp81342_c0_seq1	ofav81342
comp81359_c0_seq1	ofav81359
comp81360_c0_seq1	ofav81360
comp81362_c0_seq1	ofav81362
comp81363_c0_seq1	ofav81363
comp81365_c0_seq1	ofav81365
comp81386_c0_seq1	ofav81386
comp81391_c0_seq1	ofav81391
comp81394_c0_seq1	ofav81394
comp81396_c0_seq1	ofav81396
comp81399_c0_seq1	ofav81399
comp81400_c0_seq1	ofav81400
comp81401_c0_seq1	ofav81401
comp81403_c0_seq1	ofav81403
comp81405_c0_seq1	ofav81405
comp81407_c0_seq1	ofav81407
comp81413_c0_seq1	ofav81413
comp81415_c0_seq1	ofav81415
comp81432_c0_seq1	ofav81432
comp81439_c0_seq1	ofav81439
comp81440_c0_seq1	ofav81440
comp81443_c0_seq1	ofav81443
comp81445_c0_seq1	ofav81445
comp81448_c0_seq1	ofav81448
comp81457_c0_seq1	ofav81457
comp81458_c0_seq1	ofav81458
comp81478_c0_seq1	ofav81478
comp81490_c0_seq1	ofav81490
comp81493_c0_seq1	ofav81493
comp81494_c0_seq1	ofav81494
comp81497_c0_seq1	ofav81497
comp81498_c0_seq1	ofav81498
comp81503_c0_seq1	ofav81503
comp81505_c0_seq1	ofav81505
comp81507_c0_seq1	ofav81507
comp81518_c0_seq1	ofav81518
comp81529_c0_seq1	ofav81529
comp81538_c0_seq1	ofav81538
comp81541_c0_seq1	ofav81541
comp81549_c0_seq1	ofav81549
comp81550_c0_seq1	ofav81550
comp81555_c0_seq1	ofav81555
comp81563_c0_seq1	ofav81563
comp81579_c0_seq1	ofav81579
comp81585_c0_seq1	ofav81585
comp81586_c0_seq1	ofav81586
comp81591_c0_seq1	ofav81591
comp81609_c0_seq1	ofav81609
comp81613_c0_seq1	ofav81613
comp81617_c0_seq1	ofav81617
comp81627_c0_seq1	ofav81627
comp81630_c0_seq1	ofav81630
comp81631_c0_seq1	ofav81631
comp81640_c0_seq1	ofav81640
comp81641_c0_seq1	ofav81641
comp81644_c0_seq1	ofav81644
comp81645_c0_seq1	ofav81645
comp81648_c0_seq1	ofav81648
comp81654_c0_seq1	ofav81654
comp81659_c0_seq1	ofav81659
comp81664_c0_seq1	ofav81664
comp81675_c0_seq1	ofav81675
comp81676_c0_seq1	ofav81676
comp81678_c0_seq1	ofav81678
comp81683_c0_seq1	ofav81683
comp81690_c0_seq1	ofav81690
comp81697_c0_seq1	ofav81697
comp81704_c0_seq1	ofav81704
comp81705_c0_seq1	ofav81705
comp81715_c0_seq1	ofav81715
comp81718_c0_seq1	ofav81718
comp81723_c0_seq1	ofav81723
comp81731_c0_seq1	ofav81731
comp81734_c0_seq1	ofav81734
comp81742_c0_seq1	ofav81742
comp81746_c0_seq1	ofav81746
comp81749_c0_seq1	ofav81749
comp81750_c0_seq1	ofav81750
comp81754_c0_seq1	ofav81754
comp81758_c0_seq1	ofav81758
comp81764_c0_seq1	ofav81764
comp81767_c0_seq1	ofav81767
comp81769_c0_seq1	ofav81769
comp81776_c0_seq1	ofav81776
comp81778_c0_seq1	ofav81778
comp81779_c0_seq1	ofav81779
comp81782_c0_seq1	ofav81782
comp81785_c0_seq1	ofav81785
comp81786_c0_seq1	ofav81786
comp81792_c0_seq1	ofav81792
comp81793_c0_seq1	ofav81793
comp81795_c0_seq1	ofav81795
comp81802_c0_seq1	ofav81802
comp81803_c0_seq1	ofav81803
comp81823_c0_seq1	ofav81823
comp81826_c0_seq1	ofav81826
comp81829_c0_seq1	ofav81829
comp81834_c0_seq1	ofav81834
comp81838_c0_seq1	ofav81838
comp81846_c0_seq1	ofav81846
comp81860_c0_seq1	ofav81860
comp81862_c0_seq1	ofav81862
comp81867_c0_seq1	ofav81867
comp81872_c0_seq1	ofav81872
comp81875_c0_seq1	ofav81875
comp81881_c0_seq1	ofav81881
comp81884_c0_seq1	ofav81884
comp81890_c0_seq1	ofav81890
comp81901_c0_seq1	ofav81901
comp81903_c0_seq1	ofav81903
comp81915_c0_seq1	ofav81915
comp81916_c0_seq1	ofav81916
comp81925_c0_seq1	ofav81925
comp81932_c0_seq1	ofav81932
comp81933_c0_seq1	ofav81933
comp81935_c0_seq1	ofav81935
comp81937_c0_seq1	ofav81937
comp81945_c0_seq1	ofav81945
comp81948_c0_seq1	ofav81948
comp81953_c0_seq1	ofav81953
comp81956_c0_seq1	ofav81956
comp81970_c0_seq1	ofav81970
comp81980_c0_seq1	ofav81980
comp81986_c0_seq1	ofav81986
comp81993_c0_seq1	ofav81993
comp81995_c0_seq1	ofav81995
comp82010_c0_seq1	ofav82010
comp82014_c0_seq1	ofav82014
comp82018_c0_seq1	ofav82018
comp82023_c0_seq1	ofav82023
comp82027_c0_seq1	ofav82027
comp82030_c0_seq1	ofav82030
comp82035_c0_seq1	ofav82035
comp82040_c0_seq1	ofav82040
comp82045_c0_seq1	ofav82045
comp82046_c0_seq1	ofav82046
comp82048_c0_seq1	ofav82048
comp82054_c0_seq1	ofav82054
comp82062_c0_seq1	ofav82062
comp82075_c0_seq1	ofav82075
comp82077_c0_seq1	ofav82077
comp82085_c0_seq1	ofav82085
comp82089_c0_seq1	ofav82089
comp82095_c0_seq1	ofav82095
comp82101_c0_seq1	ofav82101
comp82105_c0_seq1	ofav82105
comp82126_c0_seq1	ofav82126
comp82133_c0_seq1	ofav82133
comp82134_c0_seq1	ofav82134
comp82140_c0_seq1	ofav82140
comp82143_c0_seq1	ofav82143
comp82144_c0_seq1	ofav82144
comp82152_c0_seq1	ofav82152
comp82156_c0_seq1	ofav82156
comp82159_c0_seq1	ofav82159
comp82161_c0_seq1	ofav82161
comp82164_c0_seq1	ofav82164
comp82170_c0_seq1	ofav82170
comp82175_c0_seq1	ofav82175
comp82177_c0_seq1	ofav82177
comp82188_c0_seq1	ofav82188
comp82194_c0_seq1	ofav82194
comp82197_c0_seq1	ofav82197
comp82201_c0_seq1	ofav82201
comp82212_c0_seq1	ofav82212
comp82217_c0_seq1	ofav82217
comp82229_c0_seq1	ofav82229
comp82233_c0_seq1	ofav82233
comp82238_c0_seq1	ofav82238
comp82243_c0_seq1	ofav82243
comp82249_c0_seq1	ofav82249
comp82252_c0_seq1	ofav82252
comp82264_c0_seq1	ofav82264
comp82281_c0_seq1	ofav82281
comp82283_c0_seq1	ofav82283
comp82298_c0_seq1	ofav82298
comp82304_c0_seq1	ofav82304
comp82306_c0_seq1	ofav82306
comp82316_c0_seq1	ofav82316
comp82331_c0_seq1	ofav82331
comp82332_c0_seq1	ofav82332
comp82336_c0_seq1	ofav82336
comp82338_c0_seq1	ofav82338
comp82340_c0_seq1	ofav82340
comp82348_c0_seq1	ofav82348
comp82352_c0_seq1	ofav82352
comp82353_c0_seq1	ofav82353
comp82357_c0_seq1	ofav82357
comp82373_c0_seq1	ofav82373
comp82390_c0_seq1	ofav82390
comp82395_c0_seq1	ofav82395
comp82400_c0_seq1	ofav82400
comp82410_c0_seq1	ofav82410
comp82416_c0_seq1	ofav82416
comp82428_c0_seq1	ofav82428
comp82429_c0_seq1	ofav82429
comp82435_c0_seq1	ofav82435
comp82439_c0_seq1	ofav82439
comp82449_c0_seq1	ofav82449
comp82453_c0_seq1	ofav82453
comp82464_c0_seq1	ofav82464
comp82469_c0_seq1	ofav82469
comp82472_c0_seq1	ofav82472
comp82490_c0_seq1	ofav82490
comp82492_c0_seq1	ofav82492
comp82500_c0_seq1	ofav82500
comp82501_c0_seq1	ofav82501
comp82503_c0_seq1	ofav82503
comp82505_c0_seq1	ofav82505
comp82510_c0_seq1	ofav82510
comp82527_c0_seq1	ofav82527
comp82528_c0_seq1	ofav82528
comp82531_c0_seq1	ofav82531
comp82535_c0_seq1	ofav82535
comp82551_c0_seq1	ofav82551
comp82564_c0_seq1	ofav82564
comp82565_c0_seq1	ofav82565
comp82566_c0_seq1	ofav82566
comp82567_c0_seq1	ofav82567
comp82568_c0_seq1	ofav82568
comp82570_c0_seq1	ofav82570
comp82584_c0_seq1	ofav82584
comp82597_c0_seq1	ofav82597
comp82601_c0_seq1	ofav82601
comp82622_c0_seq1	ofav82622
comp82623_c0_seq1	ofav82623
comp82625_c0_seq1	ofav82625
comp82626_c0_seq1	ofav82626
comp82636_c0_seq1	ofav82636
comp82640_c0_seq1	ofav82640
comp82645_c0_seq1	ofav82645
comp82652_c0_seq1	ofav82652
comp82654_c0_seq1	ofav82654
comp82658_c0_seq1	ofav82658
comp82662_c0_seq1	ofav82662
comp82667_c0_seq1	ofav82667
comp82678_c0_seq1	ofav82678
comp82682_c0_seq1	ofav82682
comp82703_c0_seq1	ofav82703
comp82705_c0_seq1	ofav82705
comp82710_c0_seq1	ofav82710
comp82711_c0_seq1	ofav82711
comp82714_c0_seq1	ofav82714
comp82723_c0_seq1	ofav82723
comp82724_c0_seq1	ofav82724
comp82782_c0_seq1	ofav82782
comp82790_c0_seq1	ofav82790
comp82799_c0_seq1	ofav82799
comp82806_c0_seq1	ofav82806
comp82817_c0_seq1	ofav82817
comp82825_c0_seq1	ofav82825
comp82828_c0_seq1	ofav82828
comp82832_c0_seq1	ofav82832
comp82836_c0_seq1	ofav82836
comp82838_c0_seq1	ofav82838
comp82839_c0_seq1	ofav82839
comp82851_c0_seq1	ofav82851
comp82862_c0_seq1	ofav82862
comp82867_c0_seq1	ofav82867
comp82870_c0_seq1	ofav82870
comp82885_c0_seq1	ofav82885
comp82904_c0_seq1	ofav82904
comp82911_c0_seq1	ofav82911
comp82922_c0_seq1	ofav82922
comp82925_c0_seq1	ofav82925
comp82926_c0_seq1	ofav82926
comp82927_c0_seq1	ofav82927
comp82933_c0_seq1	ofav82933
comp82936_c0_seq1	ofav82936
comp82940_c0_seq1	ofav82940
comp82952_c0_seq1	ofav82952
comp82953_c0_seq1	ofav82953
comp82960_c0_seq1	ofav82960
comp82962_c0_seq1	ofav82962
comp82966_c0_seq1	ofav82966
comp82971_c0_seq1	ofav82971
comp82978_c0_seq1	ofav82978
comp82981_c0_seq1	ofav82981
comp82987_c0_seq1	ofav82987
comp82998_c0_seq1	ofav82998
comp83002_c0_seq1	ofav83002
comp83003_c0_seq1	ofav83003
comp83020_c0_seq1	ofav83020
comp83021_c0_seq1	ofav83021
comp83025_c0_seq1	ofav83025
